id,gender,game,theme,date,stayTime
10,Male,Treasure Hunt,School,2020-01-28 23:45:59,7
0,Female,Snake,Chinese Culture,2020-01-28 15:24:35,13
7,Male,Crush,Chinese Word,2020-01-27 15:07:30,23
0,Female,Snake,Chinese Culture,2020-01-28 17:45:11,7
6,Male,Treasure Hunt,School,2020-01-27 08:40:45,11
-2,Unknown,Crush,Chinese Word,2020-01-27 07:46:37,4
2,Female,Treasure Hunt,School,2020-01-28 20:45:53,20
4,Female,Treasure Hunt,School,2020-01-26 21:01:12,19
6,Male,Crush,Chinese Word,2020-01-26 15:03:19,29
4,Female,Treasure Hunt,School,2020-01-28 18:34:50,28
5,Female,Treasure Hunt,School,2020-01-27 18:36:56,33
0,Female,Crush,Chinese Word,2020-01-28 22:02:49,5
-5,Unknown,Treasure Hunt,School,2020-01-26 10:53:49,29
4,Female,Crush,Chinese Word,2020-01-26 20:19:39,25
4,Female,Treasure Hunt,School,2020-01-27 18:00:12,10
-1,Unknown,Snake,Chinese Culture,2020-01-26 20:42:18,13
6,Male,Crush,Chinese Word,2020-01-27 21:18:17,6
0,Female,Snake,Chinese Culture,2020-01-26 03:30:31,33
0,Female,Snake,Chinese Culture,2020-01-26 23:54:37,23
-4,Unknown,Snake,Chinese Culture,2020-01-28 05:50:40,24
-4,Unknown,Crush,Chinese Word,2020-01-28 03:26:24,29
8,Male,Crush,Chinese Word,2020-01-26 21:58:11,32
2,Female,Treasure Hunt,School,2020-01-28 11:21:43,20
8,Male,Treasure Hunt,School,2020-01-28 10:29:55,15
10,Male,Crush,Chinese Word,2020-01-26 15:37:17,3
-1,Unknown,Snake,Chinese Culture,2020-01-28 05:04:59,17
-2,Unknown,Crush,Chinese Word,2020-01-26 06:58:38,25
-2,Unknown,Treasure Hunt,School,2020-01-26 22:44:01,15
1,Female,Crush,Chinese Word,2020-01-27 14:56:24,31
-5,Unknown,Crush,Chinese Word,2020-01-27 21:30:53,14
10,Male,Treasure Hunt,School,2020-01-27 00:54:24,33
-3,Unknown,Treasure Hunt,School,2020-01-26 11:18:43,34
7,Male,Crush,Chinese Word,2020-01-28 21:30:20,25
6,Male,Crush,Chinese Word,2020-01-28 15:08:53,21
-5,Unknown,Snake,Chinese Culture,2020-01-28 19:10:30,5
-3,Unknown,Crush,Chinese Word,2020-01-28 04:23:38,3
5,Female,Snake,Chinese Culture,2020-01-28 14:48:05,34
5,Female,Crush,Chinese Word,2020-01-26 18:55:07,28
2,Female,Snake,Chinese Culture,2020-01-26 16:46:17,3
4,Female,Treasure Hunt,School,2020-01-28 22:50:26,32
3,Female,Crush,Chinese Word,2020-01-28 15:22:14,13
7,Male,Snake,Chinese Culture,2020-01-27 16:32:49,23
-2,Unknown,Snake,Chinese Culture,2020-01-26 22:42:55,30
-4,Unknown,Treasure Hunt,School,2020-01-26 15:31:59,31
-5,Unknown,Crush,Chinese Word,2020-01-27 15:34:47,22
3,Female,Treasure Hunt,School,2020-01-26 06:12:40,5
-4,Unknown,Treasure Hunt,School,2020-01-26 12:34:35,16
-5,Unknown,Snake,Chinese Culture,2020-01-27 20:14:09,10
0,Female,Crush,Chinese Word,2020-01-26 17:06:15,19
-1,Unknown,Crush,Chinese Word,2020-01-27 19:07:14,29
-3,Unknown,Crush,Chinese Word,2020-01-28 01:51:16,23
-3,Unknown,Snake,Chinese Culture,2020-01-28 11:36:53,8
2,Female,Snake,Chinese Culture,2020-01-28 00:30:06,25
-1,Unknown,Crush,Chinese Word,2020-01-28 17:38:08,26
-4,Unknown,Crush,Chinese Word,2020-01-28 14:12:05,21
-4,Unknown,Crush,Chinese Word,2020-01-28 10:55:05,27
2,Female,Treasure Hunt,School,2020-01-26 17:47:19,20
0,Female,Snake,Chinese Culture,2020-01-27 17:36:43,34
4,Female,Treasure Hunt,School,2020-01-27 20:54:20,27
-1,Unknown,Treasure Hunt,School,2020-01-28 15:11:45,11
5,Female,Snake,Chinese Culture,2020-01-26 21:01:12,20
-1,Unknown,Snake,Chinese Culture,2020-01-28 08:50:35,11
3,Female,Snake,Chinese Culture,2020-01-26 00:00:02,22
9,Male,Snake,Chinese Culture,2020-01-26 17:37:55,16
2,Female,Crush,Chinese Word,2020-01-28 09:12:55,33
-3,Unknown,Snake,Chinese Culture,2020-01-28 10:45:30,11
1,Female,Crush,Chinese Word,2020-01-27 03:49:39,35
7,Male,Crush,Chinese Word,2020-01-28 08:00:40,16
-3,Unknown,Snake,Chinese Culture,2020-01-28 11:14:51,24
-3,Unknown,Crush,Chinese Word,2020-01-26 10:07:27,23
-4,Unknown,Treasure Hunt,School,2020-01-27 10:11:20,14
4,Female,Snake,Chinese Culture,2020-01-27 05:55:28,9
9,Male,Crush,Chinese Word,2020-01-28 23:50:51,12
4,Female,Snake,Chinese Culture,2020-01-28 01:02:15,29
-5,Unknown,Snake,Chinese Culture,2020-01-28 01:14:43,27
2,Female,Snake,Chinese Culture,2020-01-28 19:35:07,22
8,Male,Treasure Hunt,School,2020-01-26 09:46:49,26
0,Female,Snake,Chinese Culture,2020-01-28 22:48:04,14
1,Female,Crush,Chinese Word,2020-01-28 00:27:10,32
-4,Unknown,Treasure Hunt,School,2020-01-26 17:54:04,35
7,Male,Snake,Chinese Culture,2020-01-28 17:27:19,29
0,Female,Snake,Chinese Culture,2020-01-26 01:23:58,19
2,Female,Snake,Chinese Culture,2020-01-28 10:57:39,23
6,Male,Crush,Chinese Word,2020-01-26 03:18:23,6
7,Male,Treasure Hunt,School,2020-01-28 23:00:24,31
-4,Unknown,Treasure Hunt,School,2020-01-26 16:42:26,24
3,Female,Crush,Chinese Word,2020-01-28 17:55:13,34
9,Male,Snake,Chinese Culture,2020-01-28 17:16:44,32
1,Female,Treasure Hunt,School,2020-01-26 17:08:20,18
3,Female,Snake,Chinese Culture,2020-01-27 17:58:26,26
-5,Unknown,Crush,Chinese Word,2020-01-27 02:03:27,35
8,Male,Crush,Chinese Word,2020-01-28 08:25:04,29
0,Female,Crush,Chinese Word,2020-01-27 14:52:07,3
5,Female,Treasure Hunt,School,2020-01-27 14:31:41,26
-4,Unknown,Crush,Chinese Word,2020-01-26 06:57:22,31
7,Male,Crush,Chinese Word,2020-01-28 11:24:26,27
-3,Unknown,Crush,Chinese Word,2020-01-26 23:44:42,15
10,Male,Treasure Hunt,School,2020-01-27 10:06:13,3
10,Male,Crush,Chinese Word,2020-01-28 19:18:37,4
9,Male,Treasure Hunt,School,2020-01-27 09:47:49,8
-2,Unknown,Snake,Chinese Culture,2020-01-27 06:55:12,21
-2,Unknown,Treasure Hunt,School,2020-01-26 18:42:11,21
5,Female,Crush,Chinese Word,2020-01-27 00:37:15,34
5,Female,Crush,Chinese Word,2020-01-28 14:26:30,26
0,Female,Treasure Hunt,School,2020-01-26 02:23:26,17
6,Male,Crush,Chinese Word,2020-01-26 12:52:29,14
-1,Unknown,Snake,Chinese Culture,2020-01-28 20:43:18,25
6,Male,Crush,Chinese Word,2020-01-27 05:54:01,12
1,Female,Crush,Chinese Word,2020-01-28 00:42:54,10
6,Male,Treasure Hunt,School,2020-01-26 11:47:45,20
9,Male,Snake,Chinese Culture,2020-01-26 05:24:52,17
9,Male,Snake,Chinese Culture,2020-01-28 01:35:46,26
8,Male,Snake,Chinese Culture,2020-01-26 22:38:59,35
6,Male,Snake,Chinese Culture,2020-01-26 13:10:55,32
5,Female,Treasure Hunt,School,2020-01-26 04:09:34,24
-2,Unknown,Crush,Chinese Word,2020-01-27 20:49:50,16
8,Male,Crush,Chinese Word,2020-01-27 06:45:19,20
0,Female,Treasure Hunt,School,2020-01-27 08:57:51,34
7,Male,Crush,Chinese Word,2020-01-27 14:07:06,11
0,Female,Treasure Hunt,School,2020-01-27 00:06:40,8
9,Male,Crush,Chinese Word,2020-01-28 13:14:34,26
10,Male,Treasure Hunt,School,2020-01-26 23:32:58,9
9,Male,Crush,Chinese Word,2020-01-27 12:25:26,28
-3,Unknown,Crush,Chinese Word,2020-01-26 05:21:34,20
-2,Unknown,Crush,Chinese Word,2020-01-28 09:32:57,21
5,Female,Crush,Chinese Word,2020-01-26 00:05:16,8
3,Female,Treasure Hunt,School,2020-01-27 22:57:18,32
4,Female,Snake,Chinese Culture,2020-01-28 04:25:34,3
-5,Unknown,Treasure Hunt,School,2020-01-26 17:52:05,12
8,Male,Snake,Chinese Culture,2020-01-26 11:13:42,28
-4,Unknown,Treasure Hunt,School,2020-01-28 03:06:50,19
-5,Unknown,Treasure Hunt,School,2020-01-26 21:16:56,30
-2,Unknown,Snake,Chinese Culture,2020-01-27 12:32:01,22
6,Male,Crush,Chinese Word,2020-01-28 05:17:53,16
7,Male,Snake,Chinese Culture,2020-01-27 16:47:35,4
8,Male,Treasure Hunt,School,2020-01-26 20:38:00,21
7,Male,Treasure Hunt,School,2020-01-26 03:37:40,12
5,Female,Snake,Chinese Culture,2020-01-26 21:06:51,10
9,Male,Snake,Chinese Culture,2020-01-26 10:24:17,15
5,Female,Crush,Chinese Word,2020-01-28 11:12:51,3
1,Female,Crush,Chinese Word,2020-01-27 03:58:03,26
2,Female,Treasure Hunt,School,2020-01-28 02:04:16,23
6,Male,Crush,Chinese Word,2020-01-26 06:03:02,15
10,Male,Snake,Chinese Culture,2020-01-27 20:47:11,9
-3,Unknown,Snake,Chinese Culture,2020-01-27 05:23:49,35
6,Male,Treasure Hunt,School,2020-01-27 14:18:24,11
8,Male,Snake,Chinese Culture,2020-01-26 18:48:22,20
-1,Unknown,Treasure Hunt,School,2020-01-26 17:24:04,16
-4,Unknown,Crush,Chinese Word,2020-01-28 21:05:56,8
7,Male,Treasure Hunt,School,2020-01-28 03:00:15,30
2,Female,Treasure Hunt,School,2020-01-27 15:27:26,15
10,Male,Crush,Chinese Word,2020-01-26 12:58:36,33
-4,Unknown,Snake,Chinese Culture,2020-01-26 13:06:49,28
10,Male,Treasure Hunt,School,2020-01-26 22:47:54,6
7,Male,Snake,Chinese Culture,2020-01-27 00:03:44,5
4,Female,Snake,Chinese Culture,2020-01-26 21:21:02,15
-3,Unknown,Crush,Chinese Word,2020-01-28 22:50:31,3
8,Male,Crush,Chinese Word,2020-01-27 18:48:07,30
6,Male,Crush,Chinese Word,2020-01-26 04:30:51,33
9,Male,Treasure Hunt,School,2020-01-28 05:03:21,9
-3,Unknown,Treasure Hunt,School,2020-01-27 21:55:17,16
3,Female,Treasure Hunt,School,2020-01-27 15:15:35,32
10,Male,Snake,Chinese Culture,2020-01-26 00:59:14,27
6,Male,Crush,Chinese Word,2020-01-27 15:48:01,5
6,Male,Snake,Chinese Culture,2020-01-27 23:55:22,32
4,Female,Snake,Chinese Culture,2020-01-26 23:30:21,10
-2,Unknown,Crush,Chinese Word,2020-01-26 21:49:16,25
-3,Unknown,Crush,Chinese Word,2020-01-28 10:05:23,15
9,Male,Snake,Chinese Culture,2020-01-27 03:56:39,33
8,Male,Snake,Chinese Culture,2020-01-26 03:35:33,31
-5,Unknown,Crush,Chinese Word,2020-01-28 12:51:32,23
0,Female,Snake,Chinese Culture,2020-01-27 10:09:41,32
5,Female,Crush,Chinese Word,2020-01-26 16:34:52,4
6,Male,Snake,Chinese Culture,2020-01-26 09:51:37,25
8,Male,Snake,Chinese Culture,2020-01-27 20:43:54,18
8,Male,Snake,Chinese Culture,2020-01-26 03:35:36,19
7,Male,Crush,Chinese Word,2020-01-28 21:40:22,5
1,Female,Treasure Hunt,School,2020-01-28 01:23:55,11
1,Female,Treasure Hunt,School,2020-01-26 12:23:47,18
6,Male,Treasure Hunt,School,2020-01-28 07:22:29,20
7,Male,Snake,Chinese Culture,2020-01-27 01:06:53,15
-4,Unknown,Snake,Chinese Culture,2020-01-26 16:40:14,17
9,Male,Treasure Hunt,School,2020-01-27 14:51:27,4
-3,Unknown,Treasure Hunt,School,2020-01-26 17:37:05,19
5,Female,Crush,Chinese Word,2020-01-26 03:29:00,31
-3,Unknown,Crush,Chinese Word,2020-01-26 17:53:50,13
7,Male,Treasure Hunt,School,2020-01-26 23:24:45,18
5,Female,Treasure Hunt,School,2020-01-27 09:44:12,11
-5,Unknown,Snake,Chinese Culture,2020-01-26 01:50:33,6
-4,Unknown,Snake,Chinese Culture,2020-01-26 05:54:56,7
