id,gender,website,date,stayTime
1,Female,SchoolHistory,3/16/2022,29
3,Female,SchoolHistory,11/6/2022,18
-1,Unknown,News,12/7/2022,17
6,Male,StudentLife,9/1/2022,15
10,Male,Admission,3/2/2022,35
-4,Unknown,SchoolHistory,11/15/2022,18
9,Male,MainPage,10/16/2022,27
7,Male,Admission,8/5/2022,17
-3,Unknown,SchoolHistory,4/30/2022,31
0,Female,StudentLife,4/2/2022,29
7,Male,MainPage,2/18/2022,10
-1,Unknown,MainPage,9/29/2022,5
7,Male,MainPage,3/13/2022,35
-5,Unknown,Classroom,1/13/2023,8
10,Male,Admission,1/15/2023,15
6,Male,MainPage,3/11/2022,36
-3,Unknown,MainPage,12/2/2022,28
0,Female,Classroom,6/29/2022,16
7,Male,MainPage,8/7/2022,10
4,Female,Planning,10/9/2022,17
10,Male,SchoolHistory,11/16/2022,32
-1,Unknown,Classroom,12/3/2022,12
8,Male,Planning,9/14/2022,9
5,Female,Admission,8/26/2022,27
9,Male,News,12/1/2022,34
4,Female,SchoolHistory,10/13/2022,35
10,Male,MainPage,3/26/2022,28
6,Male,StudentLife,2/3/2022,37
-1,Unknown,Classroom,5/9/2022,33
8,Male,MainPage,1/24/2023,32
-4,Unknown,Classroom,6/28/2022,20
4,Female,SchoolHistory,4/6/2022,15
-4,Unknown,StudentLife,12/20/2022,21
10,Male,SchoolHistory,12/14/2022,12
-2,Unknown,StudentLife,2/22/2022,14
4,Female,MainPage,4/25/2022,19
4,Female,SchoolHistory,1/26/2023,18
-4,Unknown,Admission,10/23/2022,39
-5,Unknown,Classroom,12/2/2022,20
4,Female,Admission,5/20/2022,7
-2,Unknown,Classroom,2/25/2022,10
2,Female,Admission,8/4/2022,6
4,Female,News,10/12/2022,18
-3,Unknown,Planning,2/18/2022,38
-5,Unknown,SchoolHistory,12/11/2022,10
10,Male,SchoolHistory,4/26/2022,39
8,Male,Planning,7/6/2022,34
1,Female,Classroom,6/25/2022,38
0,Female,StudentLife,11/14/2022,12
0,Female,SchoolHistory,11/2/2022,34
10,Male,StudentLife,2/2/2023,18
9,Male,Admission,3/16/2022,34
2,Female,News,8/6/2022,14
-5,Unknown,SchoolHistory,7/10/2022,29
-3,Unknown,News,11/8/2022,4
6,Male,MainPage,4/15/2022,7
7,Male,Admission,4/19/2022,34
0,Female,MainPage,2/27/2022,16
3,Female,MainPage,8/11/2022,37
7,Male,Classroom,8/10/2022,30
7,Male,Admission,4/16/2022,27
6,Male,Classroom,7/23/2022,18
10,Male,Classroom,12/5/2022,20
8,Male,MainPage,10/13/2022,20
-3,Unknown,Admission,9/22/2022,26
4,Female,News,4/9/2022,25
-2,Unknown,Classroom,8/16/2022,24
7,Male,Admission,12/30/2022,8
5,Female,SchoolHistory,3/22/2022,20
6,Male,MainPage,5/25/2022,19
4,Female,News,5/22/2022,10
5,Female,StudentLife,12/5/2022,39
5,Female,SchoolHistory,5/8/2022,9
-3,Unknown,Planning,9/7/2022,39
-3,Unknown,Planning,10/1/2022,38
5,Female,SchoolHistory,5/26/2022,12
4,Female,StudentLife,3/2/2022,34
8,Male,SchoolHistory,3/11/2022,33
8,Male,Planning,5/8/2022,8
6,Male,StudentLife,11/14/2022,30
-1,Unknown,News,8/22/2022,9
5,Female,SchoolHistory,4/28/2022,27
9,Male,SchoolHistory,1/7/2023,20
-4,Unknown,Admission,2/26/2022,13
2,Female,Classroom,8/6/2022,31
6,Male,Planning,7/11/2022,9
-4,Unknown,Classroom,3/11/2022,36
5,Female,Planning,10/22/2022,13
3,Female,News,6/7/2022,38
1,Female,Planning,5/9/2022,10
-5,Unknown,StudentLife,6/22/2022,31
8,Male,MainPage,11/30/2022,3
2,Female,StudentLife,12/25/2022,22
5,Female,Classroom,9/16/2022,39
10,Male,Admission,3/19/2022,18
6,Male,Admission,2/3/2022,28
2,Female,Classroom,11/15/2022,40
3,Female,StudentLife,6/22/2022,26
1,Female,Admission,5/30/2022,17
1,Female,SchoolHistory,8/25/2022,9
2,Female,StudentLife,1/29/2023,17
-3,Unknown,Classroom,8/14/2022,23
-1,Unknown,StudentLife,9/12/2022,14
-2,Unknown,MainPage,4/5/2022,29
4,Female,SchoolHistory,9/7/2022,3
2,Female,StudentLife,10/10/2022,40
-2,Unknown,Classroom,5/16/2022,9
8,Male,News,4/25/2022,23
-4,Unknown,MainPage,7/11/2022,5
8,Male,Admission,11/11/2022,22
1,Female,Planning,1/14/2023,40
3,Female,StudentLife,9/17/2022,40
1,Female,StudentLife,3/15/2022,35
8,Male,StudentLife,3/13/2022,8
3,Female,Classroom,2/18/2022,35
-3,Unknown,StudentLife,1/28/2023,5
10,Male,SchoolHistory,12/26/2022,18
-1,Unknown,StudentLife,9/24/2022,24
-5,Unknown,Planning,4/4/2022,25
1,Female,Classroom,11/7/2022,20
0,Female,Admission,9/29/2022,22
-3,Unknown,MainPage,4/5/2022,27
8,Male,SchoolHistory,5/30/2022,22
7,Male,Planning,1/12/2023,22
2,Female,News,1/4/2023,17
-5,Unknown,StudentLife,9/15/2022,7
1,Female,MainPage,8/31/2022,16
-5,Unknown,Planning,10/27/2022,13
6,Male,News,7/31/2022,23
0,Female,MainPage,11/14/2022,22
-1,Unknown,Planning,12/20/2022,24
9,Male,Planning,1/3/2023,31
8,Male,Planning,8/6/2022,31
6,Male,MainPage,2/13/2022,14
-1,Unknown,SchoolHistory,8/7/2022,12
7,Male,MainPage,6/2/2022,14
-4,Unknown,MainPage,5/17/2022,13
3,Female,MainPage,5/26/2022,18
10,Male,SchoolHistory,10/20/2022,24
8,Male,MainPage,7/11/2022,11
10,Male,MainPage,3/23/2022,21
7,Male,StudentLife,2/28/2022,18
0,Female,StudentLife,11/3/2022,16
1,Female,MainPage,10/24/2022,3
-5,Unknown,StudentLife,12/28/2022,33
-2,Unknown,Classroom,10/7/2022,37
1,Female,StudentLife,12/23/2022,26
9,Male,MainPage,11/19/2022,22
-4,Unknown,MainPage,1/17/2023,4
9,Male,StudentLife,12/9/2022,34
-3,Unknown,MainPage,5/30/2022,20
-3,Unknown,MainPage,1/16/2023,18
4,Female,Planning,7/2/2022,16
-3,Unknown,StudentLife,3/12/2022,39
2,Female,Classroom,4/22/2022,7
-2,Unknown,Planning,11/13/2022,34
6,Male,Admission,5/13/2022,11
2,Female,News,9/18/2022,17
6,Male,StudentLife,11/1/2022,6
-3,Unknown,Planning,2/28/2022,33
1,Female,News,11/11/2022,10
0,Female,StudentLife,6/25/2022,11
0,Female,MainPage,12/16/2022,21
-1,Unknown,Classroom,3/18/2022,32
9,Male,Admission,5/4/2022,13
-3,Unknown,SchoolHistory,5/2/2022,10
10,Male,Planning,3/22/2022,19
10,Male,MainPage,10/26/2022,9
-2,Unknown,Classroom,5/9/2022,23
-3,Unknown,SchoolHistory,9/17/2022,15
3,Female,Classroom,4/3/2022,26
-1,Unknown,MainPage,5/14/2022,16
6,Male,Planning,8/4/2022,24
-1,Unknown,StudentLife,11/15/2022,36
-1,Unknown,SchoolHistory,1/25/2023,33
6,Male,Classroom,3/31/2022,5
-3,Unknown,SchoolHistory,11/14/2022,13
-1,Unknown,StudentLife,2/10/2022,9
6,Male,Planning,3/21/2022,23
-5,Unknown,Admission,5/5/2022,11
-3,Unknown,Admission,2/5/2022,13
8,Male,Classroom,1/22/2023,21
3,Female,MainPage,10/22/2022,32
-2,Unknown,Admission,6/20/2022,4
1,Female,MainPage,12/11/2022,15
1,Female,MainPage,8/26/2022,4
-4,Unknown,Admission,3/9/2022,26
9,Male,Planning,12/15/2022,4
10,Male,SchoolHistory,12/25/2022,19
3,Female,SchoolHistory,12/13/2022,23
6,Male,News,12/28/2022,27
-5,Unknown,Classroom,1/15/2023,28
-5,Unknown,Classroom,6/3/2022,40
-2,Unknown,StudentLife,1/11/2023,27
4,Female,SchoolHistory,8/14/2022,40
-2,Unknown,Admission,2/19/2022,5
3,Female,MainPage,2/8/2022,15
8,Male,Planning,4/7/2022,39
10,Male,MainPage,12/26/2022,33
3,Female,StudentLife,1/15/2023,23
-1,Unknown,Admission,6/20/2022,7
7,Male,SchoolHistory,12/3/2022,14
9,Male,StudentLife,10/31/2022,24
6,Male,StudentLife,6/30/2022,9
-3,Unknown,SchoolHistory,2/13/2022,40
3,Female,Admission,8/2/2022,26
-2,Unknown,MainPage,11/20/2022,6
1,Female,Planning,9/23/2022,25
-2,Unknown,StudentLife,7/11/2022,9
3,Female,Classroom,7/26/2022,37
6,Male,Classroom,11/9/2022,19
3,Female,News,4/30/2022,33
9,Male,StudentLife,7/21/2022,15
-3,Unknown,News,6/30/2022,10
-4,Unknown,SchoolHistory,8/14/2022,40
0,Female,News,6/9/2022,39
0,Female,Classroom,8/18/2022,12
10,Male,Planning,4/9/2022,11
-4,Unknown,SchoolHistory,11/19/2022,30
9,Male,News,12/4/2022,23
-3,Unknown,News,2/23/2022,7
-1,Unknown,StudentLife,12/11/2022,9
8,Male,Classroom,1/3/2023,32
-3,Unknown,SchoolHistory,3/1/2022,21
-5,Unknown,News,6/14/2022,10
-5,Unknown,Planning,8/8/2022,28
-1,Unknown,Admission,8/29/2022,36
9,Male,MainPage,8/18/2022,25
1,Female,Admission,10/27/2022,15
7,Male,Classroom,4/23/2022,27
5,Female,StudentLife,3/15/2022,35
-4,Unknown,Classroom,9/30/2022,22
7,Male,SchoolHistory,9/16/2022,11
6,Male,Admission,11/16/2022,28
9,Male,SchoolHistory,6/19/2022,14
1,Female,News,3/23/2022,36
8,Male,SchoolHistory,8/4/2022,20
6,Male,Classroom,5/12/2022,21
6,Male,Planning,1/21/2023,16
8,Male,Classroom,3/29/2022,15
1,Female,StudentLife,5/20/2022,11
4,Female,News,4/10/2022,3
2,Female,MainPage,9/14/2022,4
8,Male,Admission,10/21/2022,32
3,Female,News,2/19/2022,19
10,Male,SchoolHistory,11/2/2022,28
8,Male,News,9/28/2022,21
3,Female,Admission,9/2/2022,12
7,Male,MainPage,7/13/2022,18
-3,Unknown,Classroom,12/24/2022,13
-1,Unknown,Classroom,9/8/2022,28
3,Female,SchoolHistory,11/28/2022,22
6,Male,Classroom,4/24/2022,22
2,Female,Planning,9/22/2022,32
-4,Unknown,Classroom,7/17/2022,23
5,Female,SchoolHistory,9/4/2022,27
8,Male,News,7/23/2022,7
9,Male,Planning,2/8/2022,21
-4,Unknown,News,2/7/2022,35
9,Male,News,2/22/2022,39
-1,Unknown,Admission,8/2/2022,36
-2,Unknown,Classroom,9/23/2022,10
-5,Unknown,Admission,7/16/2022,27
2,Female,Planning,4/1/2022,7
0,Female,News,3/12/2022,19
-1,Unknown,MainPage,10/28/2022,19
3,Female,StudentLife,10/10/2022,39
-1,Unknown,Classroom,8/29/2022,26
-1,Unknown,SchoolHistory,3/20/2022,36
-2,Unknown,SchoolHistory,11/6/2022,30
1,Female,Planning,3/15/2022,16
-5,Unknown,Classroom,12/25/2022,31
7,Male,MainPage,9/11/2022,18
0,Female,Planning,11/19/2022,13
7,Male,Classroom,6/2/2022,35
-4,Unknown,Planning,7/29/2022,4
6,Male,MainPage,7/20/2022,15
10,Male,Classroom,3/6/2022,28
-1,Unknown,News,9/12/2022,22
2,Female,Admission,3/31/2022,25
-2,Unknown,Admission,8/2/2022,17
10,Male,News,9/23/2022,19
10,Male,News,10/29/2022,3
1,Female,Planning,10/10/2022,38
1,Female,Planning,10/2/2022,14
-3,Unknown,SchoolHistory,3/6/2022,32
9,Male,Planning,7/22/2022,20
7,Male,News,4/9/2022,35
2,Female,Classroom,10/1/2022,10
0,Female,Planning,8/27/2022,16
6,Male,StudentLife,11/14/2022,31
7,Male,StudentLife,9/3/2022,27
-5,Unknown,Admission,11/13/2022,38
6,Male,News,9/22/2022,22
0,Female,SchoolHistory,3/13/2022,19
-2,Unknown,Classroom,9/20/2022,18
0,Female,MainPage,8/25/2022,40
-4,Unknown,MainPage,8/16/2022,23
3,Female,StudentLife,10/20/2022,19
5,Female,MainPage,3/31/2022,35
-3,Unknown,Admission,12/8/2022,15
2,Female,Classroom,8/13/2022,11
9,Male,News,4/23/2022,15
8,Male,StudentLife,4/16/2022,20
10,Male,MainPage,5/16/2022,9
2,Female,Classroom,5/17/2022,16
8,Male,News,12/20/2022,28
-2,Unknown,Admission,5/11/2022,3
-2,Unknown,Admission,4/21/2022,12
1,Female,MainPage,2/7/2022,36
8,Male,Admission,10/20/2022,18
4,Female,Planning,11/7/2022,19
-3,Unknown,StudentLife,6/2/2022,29
9,Male,Admission,7/27/2022,16
7,Male,News,6/22/2022,37
9,Male,MainPage,12/15/2022,31
-1,Unknown,Classroom,12/22/2022,39
5,Female,Classroom,8/20/2022,8
8,Male,News,5/27/2022,4
-2,Unknown,StudentLife,1/15/2023,15
2,Female,SchoolHistory,12/11/2022,12
5,Female,StudentLife,12/19/2022,29
2,Female,Classroom,8/17/2022,5
6,Male,MainPage,1/13/2023,24
3,Female,StudentLife,6/27/2022,30
-1,Unknown,News,2/19/2022,20
-2,Unknown,Classroom,3/13/2022,25
-5,Unknown,Planning,5/2/2022,17
-2,Unknown,Classroom,1/1/2023,19
-3,Unknown,MainPage,6/16/2022,37
1,Female,SchoolHistory,6/7/2022,17
5,Female,Planning,5/15/2022,8
2,Female,Classroom,12/25/2022,29
8,Male,News,4/15/2022,9
0,Female,Planning,12/19/2022,13
-2,Unknown,News,1/31/2023,21
-3,Unknown,Planning,1/15/2023,22
5,Female,Classroom,10/9/2022,36
-3,Unknown,MainPage,2/22/2022,3
8,Male,Classroom,9/16/2022,27
1,Female,Admission,4/21/2022,16
-1,Unknown,News,7/22/2022,16
-2,Unknown,Admission,11/27/2022,19
2,Female,News,3/4/2022,12
1,Female,Classroom,4/7/2022,40
-1,Unknown,SchoolHistory,3/15/2022,17
-4,Unknown,Planning,9/27/2022,40
-4,Unknown,MainPage,1/25/2023,20
3,Female,Classroom,8/19/2022,11
3,Female,News,8/13/2022,32
-4,Unknown,Planning,6/27/2022,10
-3,Unknown,Planning,1/29/2023,22
2,Female,Planning,4/22/2022,17
-3,Unknown,SchoolHistory,12/7/2022,25
10,Male,Classroom,2/28/2022,25
6,Male,News,5/2/2022,25
-5,Unknown,Planning,12/3/2022,14
-2,Unknown,Admission,7/13/2022,12
-3,Unknown,SchoolHistory,2/16/2022,18
9,Male,Planning,5/19/2022,3
-5,Unknown,SchoolHistory,8/23/2022,14
-4,Unknown,News,4/5/2022,4
-4,Unknown,Admission,3/29/2022,34
-3,Unknown,StudentLife,3/10/2022,32
-3,Unknown,SchoolHistory,6/24/2022,8
8,Male,StudentLife,3/22/2022,20
-4,Unknown,Classroom,7/9/2022,34
7,Male,News,5/11/2022,3
6,Male,SchoolHistory,5/15/2022,20
4,Female,SchoolHistory,11/16/2022,22
0,Female,Admission,4/29/2022,32
9,Male,MainPage,12/18/2022,6
9,Male,StudentLife,4/13/2022,12
-2,Unknown,News,3/17/2022,15
1,Female,MainPage,5/14/2022,17
3,Female,StudentLife,3/20/2022,20
-5,Unknown,News,12/21/2022,15
4,Female,Classroom,2/10/2022,23
6,Male,Admission,3/24/2022,25
-3,Unknown,Classroom,1/8/2023,5
-1,Unknown,Planning,11/21/2022,18
4,Female,Admission,12/21/2022,17
8,Male,SchoolHistory,7/1/2022,37
-5,Unknown,SchoolHistory,8/31/2022,20
4,Female,MainPage,10/12/2022,30
-4,Unknown,SchoolHistory,12/11/2022,38
-2,Unknown,Admission,10/28/2022,18
10,Male,MainPage,9/17/2022,40
7,Male,Classroom,8/6/2022,22
-1,Unknown,Classroom,1/25/2023,8
-3,Unknown,StudentLife,8/5/2022,6
0,Female,StudentLife,5/28/2022,40
10,Male,Admission,6/16/2022,34
9,Male,StudentLife,7/20/2022,31
0,Female,Admission,9/28/2022,28
7,Male,SchoolHistory,3/29/2022,5
-3,Unknown,Planning,11/26/2022,30
-4,Unknown,News,5/3/2022,24
0,Female,News,5/24/2022,11
5,Female,StudentLife,11/18/2022,26
6,Male,News,1/13/2023,21
-5,Unknown,MainPage,12/11/2022,5
10,Male,Planning,1/27/2023,33
-5,Unknown,StudentLife,9/14/2022,32
3,Female,MainPage,3/29/2022,7
-1,Unknown,Admission,8/1/2022,33
8,Male,News,4/25/2022,38
9,Male,Planning,3/13/2022,31
-1,Unknown,Planning,8/16/2022,24
10,Male,Admission,8/6/2022,37
6,Male,MainPage,5/3/2022,23
0,Female,StudentLife,5/15/2022,10
2,Female,News,8/3/2022,10
3,Female,News,6/5/2022,9
7,Male,StudentLife,9/25/2022,18
5,Female,Admission,8/10/2022,6
3,Female,Admission,7/30/2022,20
-1,Unknown,News,3/17/2022,17
-2,Unknown,Planning,4/6/2022,32
3,Female,StudentLife,7/18/2022,12
7,Male,SchoolHistory,11/24/2022,17
10,Male,SchoolHistory,4/30/2022,8
-3,Unknown,Admission,1/14/2023,4
0,Female,Admission,12/17/2022,25
-3,Unknown,News,7/29/2022,25
-5,Unknown,SchoolHistory,8/2/2022,40
2,Female,Classroom,4/15/2022,25
8,Male,MainPage,6/29/2022,30
-5,Unknown,Planning,11/27/2022,9
4,Female,Classroom,4/1/2022,10
2,Female,Admission,9/6/2022,18
-3,Unknown,MainPage,5/27/2022,33
2,Female,StudentLife,1/29/2023,27
2,Female,Admission,10/5/2022,36
2,Female,News,2/26/2022,5
1,Female,Classroom,1/4/2023,18
6,Male,Planning,6/5/2022,16
0,Female,MainPage,10/29/2022,37
-4,Unknown,Admission,5/18/2022,25
4,Female,Planning,7/8/2022,11
-5,Unknown,Admission,6/19/2022,33
0,Female,MainPage,3/11/2022,19
-3,Unknown,Admission,2/6/2022,30
7,Male,Planning,3/20/2022,14
-5,Unknown,MainPage,3/10/2022,8
7,Male,News,5/28/2022,10
3,Female,MainPage,5/28/2022,27
-4,Unknown,SchoolHistory,4/17/2022,38
-5,Unknown,MainPage,1/21/2023,30
-2,Unknown,Planning,5/23/2022,25
-1,Unknown,Admission,10/3/2022,22
-4,Unknown,News,8/7/2022,17
5,Female,Classroom,3/21/2022,25
-3,Unknown,Classroom,12/11/2022,15
-2,Unknown,Classroom,2/8/2022,25
-1,Unknown,MainPage,9/6/2022,28
2,Female,Classroom,8/29/2022,19
-1,Unknown,Planning,12/22/2022,25
-1,Unknown,Admission,7/12/2022,35
1,Female,SchoolHistory,10/31/2022,34
0,Female,SchoolHistory,8/3/2022,31
-3,Unknown,Classroom,9/28/2022,15
0,Female,Planning,1/13/2023,31
4,Female,Classroom,4/2/2022,29
2,Female,SchoolHistory,1/21/2023,24
-5,Unknown,SchoolHistory,9/5/2022,28
0,Female,Classroom,1/21/2023,18
0,Female,News,7/13/2022,16
-1,Unknown,SchoolHistory,9/24/2022,8
1,Female,Admission,8/28/2022,29
9,Male,Admission,1/9/2023,5
8,Male,Admission,2/24/2022,19
2,Female,Planning,12/27/2022,39
9,Male,SchoolHistory,7/5/2022,5
1,Female,Classroom,7/26/2022,36
-1,Unknown,Admission,2/19/2022,13
-1,Unknown,SchoolHistory,1/26/2023,15
0,Female,Planning,3/8/2022,16
10,Male,Classroom,5/1/2022,31
10,Male,Admission,7/4/2022,16
4,Female,Admission,6/25/2022,29
-3,Unknown,MainPage,12/25/2022,37
1,Female,MainPage,11/29/2022,40
3,Female,News,1/19/2023,35
-2,Unknown,StudentLife,1/9/2023,31
3,Female,MainPage,6/4/2022,39
-2,Unknown,SchoolHistory,11/2/2022,13
2,Female,StudentLife,12/10/2022,20
-2,Unknown,Admission,9/19/2022,32
7,Male,StudentLife,9/1/2022,13
-2,Unknown,Planning,12/20/2022,10
-4,Unknown,Planning,4/18/2022,32
-5,Unknown,Admission,9/4/2022,5
4,Female,SchoolHistory,11/19/2022,3
9,Male,Classroom,5/19/2022,3
-1,Unknown,StudentLife,1/11/2023,22
0,Female,Planning,4/13/2022,22
7,Male,SchoolHistory,6/4/2022,32
2,Female,MainPage,11/11/2022,38
-4,Unknown,Classroom,11/18/2022,11
3,Female,Classroom,9/6/2022,12
10,Male,Admission,7/1/2022,13
-1,Unknown,SchoolHistory,11/3/2022,33
8,Male,SchoolHistory,3/6/2022,31
-4,Unknown,Admission,5/18/2022,25
2,Female,Classroom,2/17/2022,24
-4,Unknown,Planning,5/29/2022,30
7,Male,MainPage,1/5/2023,21
-4,Unknown,MainPage,4/4/2022,13
6,Male,Planning,1/7/2023,29
5,Female,MainPage,11/17/2022,29
-3,Unknown,StudentLife,4/15/2022,18
4,Female,SchoolHistory,12/29/2022,7
-5,Unknown,Classroom,4/12/2022,6
10,Male,News,9/24/2022,25
9,Male,MainPage,12/30/2022,21
1,Female,StudentLife,5/24/2022,3
10,Male,News,5/20/2022,26
-2,Unknown,MainPage,5/17/2022,9
4,Female,MainPage,2/20/2022,38
8,Male,Classroom,1/14/2023,7
2,Female,Classroom,11/25/2022,26
2,Female,Planning,6/28/2022,13
-2,Unknown,StudentLife,10/18/2022,39
-2,Unknown,StudentLife,2/24/2022,9
10,Male,SchoolHistory,9/9/2022,33
1,Female,StudentLife,8/31/2022,32
9,Male,SchoolHistory,7/20/2022,8
-1,Unknown,MainPage,10/30/2022,7
7,Male,Planning,6/29/2022,19
-2,Unknown,SchoolHistory,8/16/2022,7
6,Male,Planning,5/5/2022,31
4,Female,StudentLife,7/12/2022,40
-4,Unknown,Classroom,7/29/2022,3
-2,Unknown,SchoolHistory,3/10/2022,35
9,Male,MainPage,6/29/2022,14
0,Female,News,2/9/2022,27
4,Female,StudentLife,9/10/2022,13
-2,Unknown,StudentLife,4/19/2022,21
-3,Unknown,SchoolHistory,12/23/2022,9
6,Male,Admission,1/18/2023,19
9,Male,StudentLife,7/29/2022,26
0,Female,Admission,8/7/2022,7
9,Male,Admission,3/22/2022,12
-3,Unknown,MainPage,7/30/2022,37
-2,Unknown,Classroom,4/15/2022,6
6,Male,MainPage,7/30/2022,33
4,Female,Classroom,8/23/2022,32
8,Male,Admission,5/13/2022,24
3,Female,MainPage,1/13/2023,35
6,Male,MainPage,4/16/2022,29
